category,file,line,severity,id
"hardcoded-date-literals","crates/vox-forge/src/github.rs",100,"info","hv-1063"
"hardcoded-date-literals","crates/vox-forge/src/types.rs",320,"info","hv-1064"
"hardcoded-date-literals","crates/vox-forge/src/types.rs",321,"info","hv-1065"
"hardcoded-date-literals","crates/vox-forge/src/types.rs",343,"info","hv-1066"
"hardcoded-date-literals","crates/vox-forge/src/types.rs",344,"info","hv-1067"
"hardcoded-date-literals","crates/vox-orchestrator-mcp/src/llm_bridge/providers/anthropic.rs",86,"info","hv-1068"
"hardcoded-date-literals","crates/vox-orchestrator/src/catalog.rs",570,"info","hv-1069"
"hardcoded-date-literals","crates/vox-orchestrator/src/occ.rs",228,"info","hv-1070"
"hardcoded-date-literals","crates/vox-orchestrator/src/occ.rs",229,"info","hv-1071"
"hardcoded-date-literals","crates/vox-orchestrator/src/occ.rs",230,"info","hv-1072"
"hardcoded-date-literals","crates/vox-orchestrator/src/occ.rs",250,"info","hv-1073"
"hardcoded-date-literals","crates/vox-orchestrator/src/occ.rs",251,"info","hv-1074"
"hardcoded-date-literals","crates/vox-orchestrator/src/occ.rs",273,"info","hv-1075"
"hardcoded-date-literals","crates/vox-orchestrator/src/usage.rs",739,"info","hv-1076"
"hardcoded-date-literals","crates/vox-populi/src/mens/discovery_publish.rs",113,"info","hv-1077"
"hardcoded-date-literals","crates/vox-populi/src/mens/discovery_publish.rs",123,"info","hv-1078"
"hardcoded-date-literals","crates/vox-populi/src/mens/discovery_publish.rs",136,"info","hv-1079"
"hardcoded-date-literals","crates/vox-publisher/src/atlas/manifest.rs",97,"info","hv-1080"
"hardcoded-date-literals","crates/vox-publisher/src/atlas/manifest.rs",121,"info","hv-1081"
"hardcoded-date-literals","crates/vox-publisher/src/atlas/submission.rs",92,"info","hv-1082"
"hardcoded-date-literals","crates/vox-publisher/src/atlas/submission.rs",143,"info","hv-1083"
"hardcoded-date-literals","crates/vox-publisher/src/scholarly/crossref_deposit.rs",209,"info","hv-1084"
"hardcoded-date-literals","crates/vox-publisher/src/switching.rs",549,"info","hv-1085"
"hardcoded-date-literals","crates/vox-publisher/src/templates.rs",116,"info","hv-1086"
"hardcoded-date-literals","crates/vox-ro-crate/src/metadata.rs",186,"info","hv-1087"
"hardcoded-date-literals","crates/vox-share/src/backends/cloudflare.rs",138,"info","hv-1088"
"hardcoded-date-literals","examples/golden/iot_telemetry.vox",32,"info","hv-1089"
"hardcoded-ansi-codes","contracts/reports/scaling-audit/findings-scaling-latest.json",1639,"warning","hv-1090"
"hardcoded-ansi-codes","crates/vox-cli/src/commands/status.rs",120,"warning","hv-1091"
"hardcoded-ansi-codes","crates/vox-cli/src/commands/status.rs",122,"warning","hv-1092"
"hardcoded-ansi-codes","crates/vox-cli/src/commands/status.rs",124,"warning","hv-1093"
"hardcoded-ansi-codes","crates/vox-ml-cli/src/commands/mens/status.rs",410,"warning","hv-1094"
"hardcoded-magic-numbers","apps/editor/vox-vscode/src/commands/commandCatalog.ts",98,"info","hv-1095"
"hardcoded-magic-numbers","contracts/db/data-storage-policy.v1.yaml",60,"info","hv-1096"
"hardcoded-magic-numbers","contracts/dei/rpc-methods.schema.json",198,"info","hv-1097"
"hardcoded-magic-numbers","contracts/orchestration/journey-envelope.v1.schema.json",18,"info","hv-1098"
"hardcoded-magic-numbers","contracts/orchestration/journey-envelope.v1.schema.json",23,"info","hv-1099"
"hardcoded-magic-numbers","contracts/orchestration/journey-envelope.v1.schema.json",28,"info","hv-1100"
"hardcoded-magic-numbers","contracts/populi/control-plane.openapi.yaml",551,"info","hv-1101"
"hardcoded-magic-numbers","contracts/reports/scaling-audit/findings-latest.json",477,"info","hv-1102"
"hardcoded-magic-numbers","contracts/reports/scaling-audit/findings-latest.json",17130,"info","hv-1103"
"hardcoded-magic-numbers","contracts/reports/scaling-audit/findings-latest.json",17859,"info","hv-1104"
"hardcoded-magic-numbers","contracts/reports/scaling-audit/findings-latest.json",18230,"info","hv-1105"
"hardcoded-magic-numbers","contracts/reports/scaling-audit/findings-latest.json",18865,"info","hv-1106"
"hardcoded-magic-numbers","contracts/reports/scaling-audit/findings-latest.json",18888,"info","hv-1107"
"hardcoded-magic-numbers","contracts/reports/scaling-audit/findings-latest.json",21092,"info","hv-1108"
"hardcoded-magic-numbers","contracts/reports/scaling-audit/findings-latest.json",21104,"info","hv-1109"
"hardcoded-magic-numbers","contracts/reports/scaling-audit/findings-latest.json",21398,"info","hv-1110"
"hardcoded-magic-numbers","contracts/reports/scaling-audit/findings-latest.json",26685,"info","hv-1111"
"hardcoded-magic-numbers","contracts/reports/scaling-audit/findings-latest.json",26819,"info","hv-1112"
"hardcoded-magic-numbers","contracts/reports/scaling-audit/findings-latest.json",26912,"info","hv-1113"
"hardcoded-magic-numbers","contracts/reports/scaling-audit/findings-latest.json",26924,"info","hv-1114"
"hardcoded-magic-numbers","contracts/reports/scaling-audit/findings-latest.json",26936,"info","hv-1115"
"hardcoded-magic-numbers","contracts/reports/scaling-audit/findings-latest.json",26948,"info","hv-1116"
"hardcoded-magic-numbers","contracts/reports/scaling-audit/findings-latest.json",26960,"info","hv-1117"
"hardcoded-magic-numbers","contracts/reports/scaling-audit/findings-latest.json",27032,"info","hv-1118"
"hardcoded-magic-numbers","contracts/reports/scaling-audit/findings-latest.json",27074,"info","hv-1119"
"hardcoded-magic-numbers","contracts/reports/scaling-audit/findings-latest.json",27250,"info","hv-1120"
"hardcoded-magic-numbers","contracts/reports/scaling-audit/findings-latest.json",27398,"info","hv-1121"
"hardcoded-magic-numbers","contracts/reports/scaling-audit/findings-latest.json",27455,"info","hv-1122"
"hardcoded-magic-numbers","contracts/reports/scaling-audit/findings-latest.json",27529,"info","hv-1123"
"hardcoded-magic-numbers","contracts/reports/scaling-audit/findings-latest.json",28057,"info","hv-1124"
"hardcoded-magic-numbers","contracts/reports/scaling-audit/findings-latest.json",28069,"info","hv-1125"
"hardcoded-magic-numbers","contracts/reports/scaling-audit/findings-latest.json",28092,"info","hv-1126"
"hardcoded-magic-numbers","contracts/reports/scaling-audit/findings-latest.json",28104,"info","hv-1127"
"hardcoded-magic-numbers","contracts/reports/scaling-audit/findings-latest.json",28887,"info","hv-1128"
"hardcoded-magic-numbers","contracts/reports/scaling-audit/findings-latest.json",30425,"info","hv-1129"
"hardcoded-magic-numbers","contracts/reports/scaling-audit/findings-latest.json",30722,"info","hv-1130"
"hardcoded-magic-numbers","contracts/reports/scaling-audit/findings-latest.json",30734,"info","hv-1131"
"hardcoded-magic-numbers","contracts/reports/scaling-audit/findings-latest.json",31010,"info","hv-1132"
"hardcoded-magic-numbers","contracts/reports/scaling-audit/findings-latest.json",31022,"info","hv-1133"
"hardcoded-magic-numbers","contracts/reports/scaling-audit/findings-latest.json",31034,"info","hv-1134"
"hardcoded-magic-numbers","contracts/reports/scaling-audit/findings-latest.json",31058,"info","hv-1135"
"hardcoded-magic-numbers","contracts/reports/scaling-audit/findings-latest.json",31082,"info","hv-1136"
"hardcoded-magic-numbers","contracts/reports/scaling-audit/findings-latest.json",31094,"info","hv-1137"
"hardcoded-magic-numbers","contracts/reports/scaling-audit/findings-latest.json",31153,"info","hv-1138"
"hardcoded-magic-numbers","contracts/reports/scaling-audit/findings-latest.json",31183,"info","hv-1139"
"hardcoded-magic-numbers","contracts/reports/scaling-audit/findings-latest.json",31206,"info","hv-1140"
"hardcoded-magic-numbers","contracts/reports/scaling-audit/findings-latest.json",32097,"info","hv-1141"
"hardcoded-magic-numbers","contracts/reports/scaling-audit/findings-latest.json",32481,"info","hv-1142"
"hardcoded-magic-numbers","contracts/reports/scaling-audit/findings-latest.json",32493,"info","hv-1143"
"hardcoded-magic-numbers","contracts/reports/scaling-audit/findings-latest.json",32505,"info","hv-1144"
"hardcoded-magic-numbers","contracts/reports/scaling-audit/findings-latest.json",32517,"info","hv-1145"
"hardcoded-magic-numbers","contracts/reports/scaling-audit/findings-latest.json",32529,"info","hv-1146"
"hardcoded-magic-numbers","contracts/reports/scaling-audit/findings-latest.json",32560,"info","hv-1147"
"hardcoded-magic-numbers","contracts/reports/scaling-audit/findings-latest.json",32650,"info","hv-1148"
"hardcoded-magic-numbers","contracts/reports/scaling-audit/findings-latest.json",32662,"info","hv-1149"
"hardcoded-magic-numbers","contracts/reports/scaling-audit/findings-latest.json",32674,"info","hv-1150"
"hardcoded-magic-numbers","contracts/reports/scaling-audit/findings-latest.json",32686,"info","hv-1151"
"hardcoded-magic-numbers","contracts/reports/scaling-audit/findings-latest.json",32698,"info","hv-1152"
"hardcoded-magic-numbers","contracts/reports/scaling-audit/findings-latest.json",32710,"info","hv-1153"
"hardcoded-magic-numbers","contracts/reports/scaling-audit/findings-latest.json",32722,"info","hv-1154"
"hardcoded-magic-numbers","contracts/reports/scaling-audit/findings-latest.json",32758,"info","hv-1155"
"hardcoded-magic-numbers","contracts/reports/scaling-audit/findings-latest.json",33394,"info","hv-1156"
"hardcoded-magic-numbers","contracts/reports/scaling-audit/findings-latest.json",33406,"info","hv-1157"
"hardcoded-magic-numbers","contracts/reports/scaling-audit/findings-latest.json",33567,"info","hv-1158"
"hardcoded-magic-numbers","contracts/reports/scaling-audit/findings-latest.json",34003,"info","hv-1159"
"hardcoded-magic-numbers","contracts/reports/scaling-audit/findings-latest.json",34069,"info","hv-1160"
"hardcoded-magic-numbers","contracts/reports/scaling-audit/findings-latest.json",34081,"info","hv-1161"
"hardcoded-magic-numbers","contracts/reports/scaling-audit/findings-latest.json",34948,"info","hv-1162"
"hardcoded-magic-numbers","contracts/reports/scaling-audit/findings-latest.json",35325,"info","hv-1163"
"hardcoded-magic-numbers","contracts/reports/scaling-audit/findings-latest.json",35944,"info","hv-1164"
"hardcoded-magic-numbers","contracts/reports/scaling-audit/findings-latest.json",35956,"info","hv-1165"
"hardcoded-magic-numbers","contracts/reports/scaling-audit/findings-latest.json",36012,"info","hv-1166"
"hardcoded-magic-numbers","contracts/reports/scaling-audit/findings-latest.json",36089,"info","hv-1167"
"hardcoded-magic-numbers","contracts/reports/scaling-audit/findings-latest.json",36101,"info","hv-1168"
"hardcoded-magic-numbers","contracts/reports/scaling-audit/findings-latest.json",36352,"info","hv-1169"
"hardcoded-magic-numbers","contracts/reports/scaling-audit/findings-latest.json",36364,"info","hv-1170"
"hardcoded-magic-numbers","contracts/reports/scaling-audit/findings-latest.json",36376,"info","hv-1171"
"hardcoded-magic-numbers","contracts/reports/scaling-audit/findings-latest.json",36489,"info","hv-1172"
"hardcoded-magic-numbers","contracts/reports/scaling-audit/findings-latest.json",36839,"info","hv-1173"
"hardcoded-magic-numbers","contracts/reports/scaling-audit/findings-latest.json",36875,"info","hv-1174"
"hardcoded-magic-numbers","contracts/reports/scaling-audit/findings-latest.json",36887,"info","hv-1175"
"hardcoded-magic-numbers","contracts/reports/scaling-audit/findings-latest.json",38579,"info","hv-1176"
"hardcoded-magic-numbers","contracts/reports/scaling-audit/findings-latest.json",40209,"info","hv-1177"
"hardcoded-magic-numbers","contracts/reports/scaling-audit/findings-latest.json",40243,"info","hv-1178"
"hardcoded-magic-numbers","contracts/reports/scaling-audit/findings-latest.json",40255,"info","hv-1179"
"hardcoded-magic-numbers","contracts/reports/scaling-audit/findings-latest.json",40297,"info","hv-1180"
"hardcoded-magic-numbers","contracts/reports/scaling-audit/findings-latest.json",40344,"info","hv-1181"
"hardcoded-magic-numbers","contracts/reports/scaling-audit/findings-latest.json",40476,"info","hv-1182"
"hardcoded-magic-numbers","contracts/reports/scaling-audit/findings-latest.json",40488,"info","hv-1183"
"hardcoded-magic-numbers","contracts/reports/scaling-audit/findings-latest.json",41370,"info","hv-1184"
"hardcoded-magic-numbers","contracts/reports/scaling-audit/findings-latest.json",41382,"info","hv-1185"
"hardcoded-magic-numbers","contracts/reports/scaling-audit/findings-latest.json",41394,"info","hv-1186"
"hardcoded-magic-numbers","contracts/reports/scaling-audit/findings-latest.json",41505,"info","hv-1187"
"hardcoded-magic-numbers","contracts/reports/scaling-audit/findings-latest.json",41517,"info","hv-1188"
"hardcoded-magic-numbers","contracts/reports/scaling-audit/findings-scaling-latest.json",99,"info","hv-1189"
"hardcoded-magic-numbers","contracts/reports/scaling-audit/findings-scaling-latest.json",385,"info","hv-1190"
"hardcoded-magic-numbers","contracts/reports/scaling-audit/findings-scaling-latest.json",1936,"info","hv-1191"
"hardcoded-magic-numbers","contracts/reports/scaling-audit/findings-scaling-latest.json",1947,"info","hv-1192"
"hardcoded-magic-numbers","contracts/reports/scaling-audit/findings-scaling-latest.json",1958,"info","hv-1193"
"hardcoded-magic-numbers","contracts/reports/scaling-audit/findings-scaling-latest.json",2266,"info","hv-1194"
"hardcoded-canonical-keys","crates/vox-capability-registry/src/command_registry.rs",28,"info","hv-1195"
"hardcoded-canonical-keys","crates/vox-cli/src/artifact_policy.rs",80,"info","hv-1196"
"hardcoded-canonical-keys","crates/vox-cli/src/command_catalog.rs",425,"info","hv-1197"
"hardcoded-canonical-keys","crates/vox-cli/src/command_contract.rs",25,"info","hv-1198"
"hardcoded-canonical-keys","crates/vox-cli/src/command_contract.rs",72,"info","hv-1199"
"hardcoded-canonical-keys","crates/vox-cli/src/command_contract.rs",79,"info","hv-1200"
"hardcoded-canonical-keys","crates/vox-cli/src/command_contract.rs",80,"info","hv-1201"
"hardcoded-canonical-keys","crates/vox-cli/src/command_contract.rs",94,"info","hv-1202"
"hardcoded-canonical-keys","crates/vox-cli/src/command_contract.rs",95,"info","hv-1203"
"hardcoded-canonical-keys","crates/vox-cli/src/command_contract.rs",171,"info","hv-1204"
"hardcoded-canonical-keys","crates/vox-cli/src/command_contract.rs",172,"info","hv-1205"
"hardcoded-canonical-keys","crates/vox-cli/src/commands/ci/capability_sync.rs",34,"info","hv-1206"
"hardcoded-canonical-keys","crates/vox-cli/src/commands/ci/command_compliance/capability_registry.rs",29,"info","hv-1207"
"hardcoded-canonical-keys","crates/vox-cli/src/commands/ci/command_compliance/validators.rs",28,"info","hv-1208"
"hardcoded-canonical-keys","crates/vox-cli/src/commands/ci/command_compliance/validators.rs",56,"info","hv-1209"
"hardcoded-canonical-keys","crates/vox-cli/src/commands/ci/command_compliance/validators.rs",508,"info","hv-1210"
"hardcoded-canonical-keys","crates/vox-cli/src/commands/ci/command_compliance/validators.rs",557,"info","hv-1211"
"hardcoded-canonical-keys","crates/vox-cli/src/commands/ci/command_compliance/validators.rs",610,"info","hv-1212"
"hardcoded-canonical-keys","crates/vox-cli/src/commands/ci/command_compliance/validators.rs",622,"info","hv-1213"
"hardcoded-canonical-keys","crates/vox-cli/src/commands/ci/command_compliance/validators.rs",718,"info","hv-1214"
"hardcoded-canonical-keys","crates/vox-cli/src/commands/ci/command_compliance/validators.rs",1113,"info","hv-1215"
"hardcoded-canonical-keys","crates/vox-cli/src/commands/ci/command_sync.rs",49,"info","hv-1216"
"hardcoded-canonical-keys","crates/vox-cli/src/commands/ci/command_sync.rs",57,"info","hv-1217"
"hardcoded-canonical-keys","crates/vox-cli/src/commands/ci/compile_matrix.rs",60,"info","hv-1218"
"hardcoded-canonical-keys","crates/vox-cli/src/commands/ci/dep_sprawl.rs",32,"info","hv-1219"
"hardcoded-canonical-keys","crates/vox-cli/src/commands/ci/dep_sprawl.rs",36,"info","hv-1220"
"hardcoded-canonical-keys","crates/vox-cli/src/commands/ci/deploy_status.rs",22,"info","hv-1221"
"hardcoded-canonical-keys","crates/vox-cli/src/commands/ci/deploy_status.rs",64,"info","hv-1222"
"hardcoded-canonical-keys","crates/vox-cli/src/commands/ci/determinism_audit.rs",47,"info","hv-1223"
"hardcoded-canonical-keys","crates/vox-cli/src/commands/ci/determinism_audit.rs",66,"info","hv-1224"
"hardcoded-canonical-keys","crates/vox-cli/src/commands/ci/mens_scorecard.rs",452,"info","hv-1225"
"hardcoded-canonical-keys","crates/vox-cli/src/commands/ci/nomenclature_guard.rs",30,"info","hv-1226"
"hardcoded-canonical-keys","crates/vox-cli/src/commands/ci/nomenclature_guard.rs",31,"info","hv-1227"
"hardcoded-canonical-keys","crates/vox-cli/src/commands/ci/nomenclature_guard.rs",34,"info","hv-1228"
"hardcoded-canonical-keys","crates/vox-cli/src/commands/ci/nomenclature_guard.rs",43,"info","hv-1229"
"hardcoded-canonical-keys","crates/vox-cli/src/commands/ci/operations_catalog.rs",332,"info","hv-1230"
"hardcoded-canonical-keys","crates/vox-cli/src/commands/ci/operations_catalog.rs",461,"info","hv-1231"
"hardcoded-canonical-keys","crates/vox-cli/src/commands/ci/operations_catalog.rs",740,"info","hv-1232"
"hardcoded-canonical-keys","crates/vox-cli/src/commands/ci/operations_catalog.rs",756,"info","hv-1233"
"hardcoded-canonical-keys","crates/vox-cli/src/commands/ci/pm_provenance.rs",123,"info","hv-1234"
"hardcoded-canonical-keys","crates/vox-cli/src/commands/ci/pre_push.rs",523,"info","hv-1235"
"hardcoded-canonical-keys","crates/vox-cli/src/commands/ci/pre_push.rs",530,"info","hv-1236"
"hardcoded-canonical-keys","crates/vox-cli/src/commands/ci/pre_push.rs",537,"info","hv-1237"
"hardcoded-canonical-keys","crates/vox-cli/src/commands/ci/pre_push.rs",548,"info","hv-1238"
"hardcoded-canonical-keys","crates/vox-cli/src/commands/ci/pre_push.rs",563,"info","hv-1239"
"hardcoded-canonical-keys","crates/vox-cli/src/commands/ci/pre_push.rs",578,"info","hv-1240"
"hardcoded-canonical-keys","crates/vox-cli/src/commands/ci/pre_push.rs",613,"info","hv-1241"
"hardcoded-canonical-keys","crates/vox-cli/src/commands/ci/pre_push.rs",665,"info","hv-1242"
"hardcoded-canonical-keys","crates/vox-cli/src/commands/ci/pre_push.rs",684,"info","hv-1243"
"hardcoded-canonical-keys","crates/vox-cli/src/commands/ci/release_build.rs",72,"info","hv-1244"
"hardcoded-canonical-keys","crates/vox-cli/src/commands/ci/run_body_helpers/cuda_release_build.rs",29,"info","hv-1245"
"hardcoded-canonical-keys","crates/vox-cli/src/commands/ci/run_body_helpers/cuda.rs",32,"info","hv-1246"
"hardcoded-canonical-keys","crates/vox-cli/src/commands/ci/run_body_helpers/matrix.rs",248,"info","hv-1247"
"hardcoded-canonical-keys","crates/vox-cli/src/commands/ci/run_body_helpers/matrix.rs",354,"info","hv-1248"
"hardcoded-canonical-keys","crates/vox-cli/src/commands/ci/run_body_helpers/matrix.rs",560,"info","hv-1249"
"hardcoded-canonical-keys","crates/vox-cli/src/commands/ci/run_body_helpers/matrix.rs",570,"info","hv-1250"
"hardcoded-canonical-keys","crates/vox-cli/src/commands/ci/run_body_helpers/matrix/tests.rs",24,"info","hv-1251"
"hardcoded-canonical-keys","crates/vox-cli/src/commands/ci/run_body_helpers/timings.rs",117,"info","hv-1252"
"hardcoded-canonical-keys","crates/vox-cli/src/commands/ci/run_body_helpers/timings.rs",132,"info","hv-1253"
"hardcoded-canonical-keys","crates/vox-cli/src/commands/ci/run_body_helpers/timings.rs",142,"info","hv-1254"
"hardcoded-canonical-keys","crates/vox-cli/src/commands/ci/run_body.rs",348,"info","hv-1255"
"hardcoded-canonical-keys","crates/vox-cli/src/commands/ci/run_body.rs",382,"info","hv-1256"
"hardcoded-canonical-keys","crates/vox-cli/src/commands/ci/speech_runtime_suite.rs",146,"info","hv-1257"
"hardcoded-canonical-keys","crates/vox-cli/src/commands/ci/watch_run.rs",227,"info","hv-1258"
"hardcoded-canonical-keys","crates/vox-cli/src/commands/ci/watch_run.rs",256,"info","hv-1259"
"hardcoded-canonical-keys","crates/vox-cli/src/commands/ci/workspace_artifacts/mod.rs",203,"info","hv-1260"
"hardcoded-canonical-keys","crates/vox-cli/src/commands/ci/workspace_artifacts/mod.rs",446,"info","hv-1261"
"hardcoded-canonical-keys","crates/vox-cli/src/commands/ci/workspace_artifacts/retention.rs",156,"info","hv-1262"
"hardcoded-canonical-keys","crates/vox-cli/src/commands/diagnostics/doctor/checks_codex.rs",50,"info","hv-1263"
"hardcoded-canonical-keys","crates/vox-cli/src/commands/review/coderabbit/config.rs",134,"info","hv-1264"
"hardcoded-canonical-keys","crates/vox-cli/src/commands/review/coderabbit/ingest.rs",129,"info","hv-1265"
"hardcoded-canonical-keys","crates/vox-cli/src/lib.rs",562,"info","hv-1266"
"hardcoded-canonical-keys","crates/vox-cli/src/main.rs",60,"info","hv-1267"
"hardcoded-canonical-keys","crates/vox-cli/src/main.rs",66,"info","hv-1268"
"hardcoded-canonical-keys","crates/vox-cli/src/main.rs",80,"info","hv-1269"
"hardcoded-canonical-keys","crates/vox-code-audit/src/detectors/adr_citation.rs",36,"info","hv-1270"
"hardcoded-canonical-keys","crates/vox-compiler/src/hir/lower/mod.rs",857,"info","hv-1271"
"hardcoded-canonical-keys","crates/vox-compiler/src/hir/lower/mod.rs",870,"info","hv-1272"
"hardcoded-canonical-keys","crates/vox-compiler/src/typeck/checker/expr_ops.rs",119,"info","hv-1273"
"hardcoded-canonical-keys","crates/vox-corpus/build.rs",399,"info","hv-1274"
"hardcoded-canonical-keys","crates/vox-corpus/src/synthetic_gen/bodies/_tool_pairs_body.rs",77,"info","hv-1275"
"hardcoded-canonical-keys","crates/vox-corpus/src/synthetic_gen/bodies/_tool_pairs_body.rs",79,"info","hv-1276"
"hardcoded-canonical-keys","crates/vox-drift-check/src/rules/timeout_literal.rs",73,"info","hv-1277"
"hardcoded-canonical-keys","crates/vox-drift-check/src/rules/vox_path_literal.rs",77,"info","hv-1278"
"hardcoded-canonical-keys","crates/vox-exec-grammar/src/ast.rs",393,"info","hv-1279"
"hardcoded-canonical-keys","crates/vox-gamify/src/quest/slots.rs",7,"info","hv-1280"
"hardcoded-canonical-keys","crates/vox-gamify/src/quest/slots.rs",9,"info","hv-1281"
"hardcoded-canonical-keys","crates/vox-gamify/src/quest/slots.rs",44,"info","hv-1282"
"hardcoded-canonical-keys","crates/vox-ml-cli/src/commands/ai/generate.rs",40,"info","hv-1283"
"hardcoded-canonical-keys","crates/vox-ml-cli/src/commands/ai/train.rs",71,"info","hv-1284"
"hardcoded-canonical-keys","crates/vox-ml-cli/src/commands/corpus/stats.rs",184,"info","hv-1285"
"hardcoded-canonical-keys","crates/vox-ml-cli/src/commands/mens/populi/action_populi_enum.rs",5,"info","hv-1286"
"hardcoded-canonical-keys","crates/vox-ml-cli/src/commands/oratio_cmd.rs",27,"info","hv-1287"
"hardcoded-canonical-keys","crates/vox-ml-cli/src/commands/populi_lifecycle.rs",40,"info","hv-1288"
"hardcoded-canonical-keys","crates/vox-ml-cli/src/commands/populi_lifecycle.rs",180,"info","hv-1289"
"hardcoded-canonical-keys","crates/vox-ml-cli/src/commands/populi_lifecycle.rs",220,"info","hv-1290"
"hardcoded-canonical-keys","crates/vox-ml-cli/src/commands/populi_lifecycle.rs",235,"info","hv-1291"
"hardcoded-canonical-keys","crates/vox-openclaw-runtime/src/openclaw_gateway_ws.rs",42,"info","hv-1292"
"hardcoded-canonical-keys","crates/vox-oratio/src/contextual_bias.rs",73,"info","hv-1293"
"hardcoded-canonical-keys","crates/vox-oratio/src/refine/rules.rs",15,"info","hv-1294"
"hardcoded-provider-names","crates/vox-actor-runtime/src/llm/chat.rs",39,"info","hv-1295"
"hardcoded-provider-names","crates/vox-actor-runtime/src/llm/chat.rs",40,"info","hv-1296"
"hardcoded-provider-names","crates/vox-actor-runtime/src/llm/embed.rs",60,"info","hv-1297"
"hardcoded-provider-names","crates/vox-actor-runtime/src/llm/embed.rs",61,"info","hv-1298"
"hardcoded-provider-names","crates/vox-actor-runtime/src/llm/stream.rs",30,"info","hv-1299"
"hardcoded-provider-names","crates/vox-actor-runtime/src/llm/stream.rs",31,"info","hv-1300"
"hardcoded-provider-names","crates/vox-actor-runtime/src/llm/types.rs",62,"info","hv-1301"
"hardcoded-provider-names","crates/vox-actor-runtime/src/llm/types.rs",86,"info","hv-1302"
"hardcoded-provider-names","crates/vox-actor-runtime/src/llm/types.rs",142,"info","hv-1303"
"hardcoded-provider-names","crates/vox-actor-runtime/src/llm/types.rs",145,"info","hv-1304"
"hardcoded-provider-names","crates/vox-actor-runtime/src/llm/types.rs",148,"info","hv-1305"
"hardcoded-provider-names","crates/vox-actor-runtime/src/llm/types.rs",167,"info","hv-1306"
"hardcoded-provider-names","crates/vox-actor-runtime/src/llm/types.rs",168,"info","hv-1307"
"hardcoded-provider-names","crates/vox-actor-runtime/src/llm/types.rs",289,"info","hv-1308"
"hardcoded-provider-names","crates/vox-actor-runtime/src/llm/wire.rs",28,"info","hv-1309"
"hardcoded-provider-names","crates/vox-actor-runtime/src/llm/wire.rs",32,"info","hv-1310"
"hardcoded-provider-names","crates/vox-actor-runtime/src/llm/wire.rs",36,"info","hv-1311"
"hardcoded-provider-names","crates/vox-actor-runtime/src/llm/wire.rs",48,"info","hv-1312"
"hardcoded-provider-names","crates/vox-actor-runtime/src/model_resolution.rs",180,"info","hv-1313"
"hardcoded-provider-names","crates/vox-actor-runtime/src/model_resolution.rs",461,"info","hv-1314"
"hardcoded-provider-names","crates/vox-cli/src/commands/diagnostics/doctor/checks_standard/llm_routing.rs",21,"info","hv-1315"
"hardcoded-provider-names","crates/vox-cli/src/commands/diagnostics/doctor/checks_standard/llm_routing.rs",28,"info","hv-1316"
"hardcoded-provider-names","crates/vox-cli/src/commands/diagnostics/doctor/checks_standard/llm_routing.rs",42,"info","hv-1317"
"hardcoded-provider-names","crates/vox-cli/src/commands/diagnostics/doctor/common.rs",104,"info","hv-1318"
"hardcoded-provider-names","crates/vox-cli/src/commands/diagnostics/doctor/provider_policy.rs",58,"info","hv-1319"
"hardcoded-provider-names","crates/vox-cli/src/commands/diagnostics/doctor/provider_policy.rs",63,"info","hv-1320"
"hardcoded-provider-names","crates/vox-cli/src/commands/diagnostics/doctor/provider_policy.rs",68,"info","hv-1321"
"hardcoded-provider-names","crates/vox-cli/src/commands/diagnostics/doctor/provider_policy.rs",73,"info","hv-1322"
"hardcoded-provider-names","crates/vox-cli/src/commands/model/pricing.rs",249,"info","hv-1323"
"hardcoded-provider-names","crates/vox-cli/src/commands/status.rs",11,"info","hv-1324"
"hardcoded-provider-names","crates/vox-cli/src/commands/status.rs",44,"info","hv-1325"
"hardcoded-provider-names","crates/vox-cli/src/commands/status.rs",100,"info","hv-1326"
"hardcoded-provider-names","crates/vox-code-audit/src/ai_analyze.rs",71,"info","hv-1327"
"hardcoded-provider-names","crates/vox-code-audit/src/detectors/llm_provider_call.rs",216,"info","hv-1328"
"hardcoded-provider-names","crates/vox-code-audit/src/review/providers.rs",93,"info","hv-1329"
"hardcoded-provider-names","crates/vox-gamify/src/ai/provider.rs",72,"info","hv-1330"
"hardcoded-provider-names","crates/vox-gamify/src/cost.rs",191,"info","hv-1331"
"hardcoded-provider-names","crates/vox-gamify/src/cost.rs",199,"info","hv-1332"
"hardcoded-provider-names","crates/vox-gamify/src/cost.rs",231,"info","hv-1333"
"hardcoded-provider-names","crates/vox-gamify/src/cost.rs",241,"info","hv-1334"
"hardcoded-provider-names","crates/vox-gamify/src/cost.rs",265,"info","hv-1335"
"hardcoded-provider-names","crates/vox-hf-layout/src/lib.rs",262,"info","hv-1336"
"hardcoded-provider-names","crates/vox-orchestrator-mcp/src/chat_tools/chat/message.rs",673,"info","hv-1337"
"hardcoded-provider-names","crates/vox-orchestrator-mcp/src/llm_bridge/model_route_policy/tests.rs",281,"info","hv-1338"
"hardcoded-provider-names","crates/vox-orchestrator-mcp/src/llm_bridge/model_route_policy/tests.rs",337,"info","hv-1339"
"hardcoded-provider-names","crates/vox-orchestrator-mcp/src/llm_bridge/model_route_policy/tests.rs",420,"info","hv-1340"
"hardcoded-provider-names","crates/vox-orchestrator-mcp/src/llm_bridge/provider_auth.rs",29,"info","hv-1341"
